index,category,platform,date,year,week,id_project,project_name,start_price,end_price,performance,score
3167,General,polygon-ecosystem,2023-05-27 02:13:18,2023,20,9795,Coin98,0.204533,0.193802,-0.052465861254663,34.04
3168,General,polygon-ecosystem,2023-06-04 02:03:17,2023,21,9795,Coin98,0.193802,0.19765,0.0198553162506062,33.61
3169,General,polygon-ecosystem,2023-06-11 02:03:13,2023,22,9795,Coin98,0.19765,0.129605,-0.3442701745509739,29.25
3170,General,polygon-ecosystem,2023-06-17 21:13:13,2023,23,9795,Coin98,0.129605,0.146258,0.1284904131785039,31.69
3171,General,polygon-ecosystem,2023-06-24 21:11:54,2023,24,9795,Coin98,0.146258,0.149757,0.0239234776901092,36.11
3172,General,polygon-ecosystem,2023-07-01 21:09:58,2023,25,9795,Coin98,0.149757,0.157833,0.0539273623269696,35.89
3173,General,polygon-ecosystem,2023-07-08 21:11:02,2023,26,9795,Coin98,0.157833,0.146529,-0.0716200034213378,35.99
3174,General,polygon-ecosystem,2023-07-15 21:12:13,2023,27,9795,Coin98,0.146529,0.153749,0.049273522647394,35.42
3175,General,polygon-ecosystem,2023-07-22 21:13:20,2023,28,9795,Coin98,0.153749,0.14465,-0.0591808727211233,35.94
3176,General,polygon-ecosystem,2023-07-29 21:20:09,2023,29,9795,Coin98,0.14465,0.136203,-0.0583961285862427,35.47
3177,General,polygon-ecosystem,2023-08-05 21:09:25,2023,30,9795,Coin98,0.136203,0.135078,-0.008259729961895,35.5
3178,General,polygon-ecosystem,2023-08-12 21:09:43,2023,31,9795,Coin98,0.135078,0.158668,0.1746398377233894,35.77
3179,General,polygon-ecosystem,2023-08-19 21:08:44,2023,32,9795,Coin98,0.158668,0.138385,-0.1278329593868958,36.22
3180,General,polygon-ecosystem,2023-08-26 21:09:20,2023,33,9795,Coin98,0.138385,0.127624,-0.0777613180619288,35.03
3181,General,polygon-ecosystem,2023-09-02 21:09:39,2023,34,9795,Coin98,0.127624,0.134134,0.051009214567793,35.28
3182,General,polygon-ecosystem,2023-09-09 21:08:47,2023,35,9795,Coin98,0.134134,0.140244,0.0455514634619112,35.86
3183,General,polygon-ecosystem,2023-09-16 21:08:18,2023,36,9795,Coin98,0.140244,0.138554,-0.0120504263997033,34.2
3184,General,polygon-ecosystem,2023-09-23 21:08:53,2023,37,9795,Coin98,0.138554,0.13831,-0.0017610462346812,33.96
3185,General,polygon-ecosystem,2023-09-30 21:08:29,2023,38,9795,Coin98,0.13831,0.151279,0.0937676234545586,34.04
3186,General,polygon-ecosystem,2023-10-07 21:08:22,2023,39,9795,Coin98,0.151279,0.146444,-0.0319608141248951,34.33
3187,General,polygon-ecosystem,2023-10-14 21:08:16,2023,40,9795,Coin98,0.146444,0.13877,-0.0524022834667175,33.92
3188,General,polygon-ecosystem,2023-10-21 21:07:55,2023,41,9795,Coin98,0.13877,0.148865,0.0727462708078114,33.8
3189,General,polygon-ecosystem,2023-10-28 21:07:48,2023,42,9795,Coin98,0.148865,0.169669,0.1397507809088771,34.25
3190,General,polygon-ecosystem,2023-11-04 21:08:09,2023,43,9795,Coin98,0.169669,0.174579,0.0289386982890217,34.45
3191,General,polygon-ecosystem,2023-11-11 21:08:23,2023,44,9795,Coin98,0.174579,0.190943,0.0937340688169825,36.2
3192,General,polygon-ecosystem,2023-11-18 21:08:48,2023,45,9795,Coin98,0.190943,0.17006,-0.1093677170673971,36.4
3193,General,polygon-ecosystem,2023-11-25 21:08:11,2023,46,9795,Coin98,0.17006,0.19038,0.1194872397977184,33.61
3194,General,polygon-ecosystem,2023-12-02 21:13:43,2023,47,9795,Coin98,0.19038,0.200084,0.0509717407290682,34.6
3195,General,polygon-ecosystem,2023-12-09 21:09:18,2023,48,9795,Coin98,0.200084,0.228228,0.1406609224125865,24.77
3196,General,polygon-ecosystem,2023-12-16 21:09:03,2023,49,9795,Coin98,0.228228,0.215231,-0.0569474385263858,25.08
3197,General,polygon-ecosystem,2023-12-23 21:10:17,2023,50,9795,Coin98,0.215231,0.286098,0.3292601902142349,33.15
3198,General,polygon-ecosystem,2023-12-30 21:08:40,2023,51,9795,Coin98,0.286098,0.270628,-0.0540723807925956,26.95
3199,General,polygon-ecosystem,2023-02-18 22:08:54,2023,6,9735,Vulcan Forged,3.81,4.13,0.0839895013123359,35.94
3200,General,polygon-ecosystem,2023-02-25 22:09:15,2023,7,9735,Vulcan Forged,4.13,3.55,-0.1404358353510896,36.7
3201,General,polygon-ecosystem,2023-03-04 22:11:06,2023,8,9735,Vulcan Forged,3.55,3.43,-0.0338028169014083,34.74
3202,General,polygon-ecosystem,2023-03-11 22:10:10,2023,9,9735,Vulcan Forged,3.43,3.01,-0.1224489795918368,36.09
3203,General,polygon-ecosystem,2023-03-18 22:09:47,2023,10,9735,Vulcan Forged,3.01,4.07,0.3521594684385384,35.59
3204,General,polygon-ecosystem,2023-03-25 22:09:12,2023,11,9735,Vulcan Forged,4.07,3.53,-0.1326781326781327,36.38
3205,General,polygon-ecosystem,2023-04-01 23:09:30,2023,12,9735,Vulcan Forged,3.53,3.72,0.0538243626062324,35.6
3206,General,polygon-ecosystem,2023-04-08 23:09:25,2023,13,9735,Vulcan Forged,3.72,3.62,-0.0268817204301075,35.51
3207,General,polygon-ecosystem,2023-04-15 23:09:52,2023,14,9735,Vulcan Forged,3.62,3.99,0.1022099447513812,35.27
3208,General,polygon-ecosystem,2023-04-22 23:10:08,2023,15,9735,Vulcan Forged,3.99,3.6,-0.0977443609022556,35.55
3209,General,polygon-ecosystem,2023-04-29 23:09:25,2023,16,9735,Vulcan Forged,3.6,3.52,-0.0222222222222222,33.19
3210,General,polygon-ecosystem,2023-05-06 23:10:03,2023,17,9735,Vulcan Forged,3.52,3.19,-0.09375,33.77
3211,General,polygon-ecosystem,2023-05-14 15:15:06,2023,18,9735,Vulcan Forged,3.19,3.02,-0.0532915360501567,33.26
3212,General,polygon-ecosystem,2023-05-20 03:19:24,2023,19,9735,Vulcan Forged,3.02,3.44,0.1390728476821192,33.22
3213,General,polygon-ecosystem,2023-05-27 02:48:33,2023,20,9735,Vulcan Forged,3.44,3.55,0.0319767441860464,29.43
3214,General,polygon-ecosystem,2023-06-04 02:36:34,2023,21,9735,Vulcan Forged,3.55,3.43,-0.0338028169014083,29.14
3215,General,polygon-ecosystem,2023-06-11 02:48:50,2023,22,9735,Vulcan Forged,3.43,2.96,-0.1370262390670554,28.82
3216,General,polygon-ecosystem,2023-06-17 21:12:14,2023,23,9735,Vulcan Forged,2.96,3.06,0.0337837837837838,28.25
3217,General,polygon-ecosystem,2023-06-24 21:11:52,2023,24,9735,Vulcan Forged,3.06,3.1,0.0130718954248366,31.09
3218,General,polygon-ecosystem,2023-07-01 21:10:39,2023,25,9735,Vulcan Forged,3.1,3.21,0.0354838709677418,31.05
3219,General,polygon-ecosystem,2023-07-08 21:11:37,2023,26,9735,Vulcan Forged,3.21,3.17,-0.0124610591900311,31.11
3220,General,polygon-ecosystem,2023-07-15 21:12:35,2023,27,9735,Vulcan Forged,3.17,3.32,0.0473186119873816,30.91
3221,General,polygon-ecosystem,2023-07-22 21:13:23,2023,28,9735,Vulcan Forged,3.32,3.14,-0.0542168674698794,31.0
3222,General,polygon-ecosystem,2023-07-29 21:20:21,2023,29,9735,Vulcan Forged,3.14,3.1,-0.0127388535031847,30.63
3223,General,polygon-ecosystem,2023-08-05 21:09:44,2023,30,9735,Vulcan Forged,3.1,3.08,-0.0064516129032258,30.82
3224,General,polygon-ecosystem,2023-08-12 21:10:08,2023,31,9735,Vulcan Forged,3.08,3.23,0.0487012987012986,30.8
3225,General,polygon-ecosystem,2023-08-19 21:09:41,2023,32,9735,Vulcan Forged,3.23,3.28,0.0154798761609906,29.09
3226,General,polygon-ecosystem,2023-08-26 21:09:10,2023,33,9735,Vulcan Forged,3.28,3.19,-0.0274390243902438,29.05
3227,General,polygon-ecosystem,2023-09-02 21:09:26,2023,34,9735,Vulcan Forged,3.19,3.31,0.0376175548589342,28.89
3228,General,polygon-ecosystem,2023-09-09 21:08:29,2023,35,9735,Vulcan Forged,3.31,3.62,0.093655589123867,29.09
3229,General,polygon-ecosystem,2023-09-16 21:07:54,2023,36,9735,Vulcan Forged,3.62,3.4,-0.0607734806629834,29.3
3230,General,polygon-ecosystem,2023-09-23 21:08:47,2023,37,9735,Vulcan Forged,3.4,3.12,-0.0823529411764705,28.7
3231,General,polygon-ecosystem,2023-09-30 21:09:20,2023,38,9735,Vulcan Forged,3.12,3.11,-0.0032051282051282,28.54
3232,General,polygon-ecosystem,2023-10-07 21:09:45,2023,39,9735,Vulcan Forged,3.11,2.94,-0.0546623794212218,28.98
3233,General,polygon-ecosystem,2023-10-14 21:09:51,2023,40,9735,Vulcan Forged,2.94,2.83,-0.0374149659863945,28.7
3234,General,polygon-ecosystem,2023-10-21 21:09:28,2023,41,9735,Vulcan Forged,2.83,2.92,0.0318021201413427,28.73
3235,General,polygon-ecosystem,2023-10-28 21:09:34,2023,42,9735,Vulcan Forged,2.92,4.02,0.3767123287671232,29.05
3236,General,polygon-ecosystem,2023-11-04 21:08:42,2023,43,9735,Vulcan Forged,4.02,4.32,0.0746268656716419,29.93
3237,General,polygon-ecosystem,2023-11-11 21:08:36,2023,44,9735,Vulcan Forged,4.32,6.37,0.474537037037037,31.57
3238,General,polygon-ecosystem,2023-11-18 21:07:31,2023,45,9735,Vulcan Forged,6.37,6.52,0.0235478806907377,32.76
3239,General,polygon-ecosystem,2023-11-25 21:08:25,2023,46,9735,Vulcan Forged,6.52,6.53,0.0015337423312884,29.57
3240,General,polygon-ecosystem,2023-12-02 21:10:41,2023,47,9735,Vulcan Forged,6.53,6.75,0.0336906584992342,29.52
3241,General,polygon-ecosystem,2023-12-09 21:07:53,2023,48,9735,Vulcan Forged,6.75,6.9,0.0222222222222222,18.31
3242,General,polygon-ecosystem,2023-12-16 21:08:25,2023,49,9735,Vulcan Forged,6.9,6.68,-0.0318840579710145,18.24
3243,General,polygon-ecosystem,2023-12-23 21:09:18,2023,50,9735,Vulcan Forged,6.68,6.97,0.0434131736526946,26.03
3244,General,polygon-ecosystem,2023-12-30 21:09:26,2023,51,9735,Vulcan Forged,6.97,8.01,0.1492109038737446,26.27
3245,General,polygon-ecosystem,2023-02-18 22:08:05,2023,6,3144,Orbs,0.0350236,0.0365089,0.0424085473794811,37.43
3246,General,polygon-ecosystem,2023-02-25 22:08:43,2023,7,3144,Orbs,0.0365089,0.0350039,-0.0412228251193544,39.09
3247,General,polygon-ecosystem,2023-03-04 22:09:34,2023,8,3144,Orbs,0.0350039,0.0327064,-0.0656355434680135,36.86
3248,General,polygon-ecosystem,2023-03-11 22:08:52,2023,9,3144,Orbs,0.0327064,0.0287873,-0.119826700584595,42.38
3249,General,polygon-ecosystem,2023-03-18 22:08:40,2023,10,3144,Orbs,0.0287873,0.0336823,0.1700402608094541,42.26
3250,General,polygon-ecosystem,2023-03-25 22:08:30,2023,11,3144,Orbs,0.0336823,0.0315254,-0.0640366008259529,41.17
3251,General,polygon-ecosystem,2023-04-01 23:08:27,2023,12,3144,Orbs,0.0315254,0.0330964,0.0498328332075087,43.7
3252,General,polygon-ecosystem,2023-04-08 23:08:15,2023,13,3144,Orbs,0.0330964,0.0331977,0.0030607558526002,42.95
3253,General,polygon-ecosystem,2023-04-15 23:08:24,2023,14,3144,Orbs,0.0331977,0.0326858,-0.0154197429339983,43.05
3254,General,polygon-ecosystem,2023-04-22 23:09:21,2023,15,3144,Orbs,0.0326858,0.0305015,-0.0668271848937459,31.0
3255,General,polygon-ecosystem,2023-04-29 23:08:35,2023,16,3144,Orbs,0.0305015,0.0300504,-0.0147894365850859,42.34
3256,General,polygon-ecosystem,2023-05-06 23:09:15,2023,17,3144,Orbs,0.0300504,0.029295,-0.0251377685488379,42.63
3257,General,polygon-ecosystem,2023-05-14 12:40:06,2023,18,3144,Orbs,0.029295,0.0265376,-0.0941252773510838,42.63
3258,General,polygon-ecosystem,2023-05-20 02:23:31,2023,19,3144,Orbs,0.0265376,0.0265027,-0.0013151151573616,42.05
3259,General,polygon-ecosystem,2023-05-27 02:36:06,2023,20,3144,Orbs,0.0265027,0.0249526,-0.0584883804291639,41.02
3260,General,polygon-ecosystem,2023-06-04 02:51:06,2023,21,3144,Orbs,0.0249526,0.0252577,0.0122271827384722,40.66
3261,General,polygon-ecosystem,2023-06-11 02:50:57,2023,22,3144,Orbs,0.0252577,0.0212245,-0.159681997964977,41.02
3262,General,polygon-ecosystem,2023-06-17 21:12:36,2023,23,3144,Orbs,0.0212245,0.0210735,-0.007114419656529,40.06
3263,General,polygon-ecosystem,2023-06-24 21:12:23,2023,24,3144,Orbs,0.0210735,0.0239761,0.1377369682302418,40.95
3264,General,polygon-ecosystem,2023-07-01 21:10:12,2023,25,3144,Orbs,0.0239761,0.0248631,0.0369951743611345,40.53
3265,General,polygon-ecosystem,2023-07-08 21:11:19,2023,26,3144,Orbs,0.0248631,0.0239296,-0.037545599703979,41.06
3266,General,polygon-ecosystem,2023-07-15 21:12:22,2023,27,3144,Orbs,0.0239296,0.0280573,0.1724934808772399,39.02
3267,General,polygon-ecosystem,2023-07-22 21:12:33,2023,28,3144,Orbs,0.0280573,0.0266921,-0.0486575686185057,41.42
3268,General,polygon-ecosystem,2023-07-29 21:14:16,2023,29,3144,Orbs,0.0266921,0.0285949,0.0712870100141989,40.54
3269,General,polygon-ecosystem,2023-08-05 21:08:12,2023,30,3144,Orbs,0.0285949,0.0267793,-0.0634938398105956,41.23
3270,General,polygon-ecosystem,2023-08-12 21:08:53,2023,31,3144,Orbs,0.0267793,0.0257888,-0.0369875239457341,35.65
3271,General,polygon-ecosystem,2023-08-19 21:09:09,2023,32,3144,Orbs,0.0257888,0.0215069,-0.1660371944409977,38.98
3272,General,polygon-ecosystem,2023-08-26 21:10:05,2023,33,3144,Orbs,0.0215069,0.0226067,0.051137076938099,36.02
3273,General,polygon-ecosystem,2023-09-02 21:09:41,2023,34,3144,Orbs,0.0226067,0.0204064,-0.0973295527432132,37.06
3274,General,polygon-ecosystem,2023-09-09 21:09:54,2023,35,3144,Orbs,0.0204064,0.0206811,0.0134614630704092,36.38
3275,General,polygon-ecosystem,2023-09-16 21:09:34,2023,36,3144,Orbs,0.0206811,0.0217621,0.0522699469563997,36.95
3276,General,polygon-ecosystem,2023-09-23 21:09:37,2023,37,3144,Orbs,0.0217621,0.0234438,0.0772765495976951,37.02
3277,General,polygon-ecosystem,2023-09-30 21:09:15,2023,38,3144,Orbs,0.0234438,0.0232533,-0.0081258157807181,37.06
3278,General,polygon-ecosystem,2023-10-07 21:09:42,2023,39,3144,Orbs,0.0232533,0.0235366,0.0121832170057583,36.91
3279,General,polygon-ecosystem,2023-10-14 21:09:15,2023,40,3144,Orbs,0.0235366,0.0372894,0.5843154916173109,29.02
3280,General,polygon-ecosystem,2023-10-21 21:06:24,2023,41,3144,Orbs,0.0372894,0.0438613,0.1762404329380467,30.5
3281,General,polygon-ecosystem,2023-10-28 21:06:05,2023,42,3144,Orbs,0.0438613,0.0404606,-0.077533041656312,37.7
3282,General,polygon-ecosystem,2023-11-04 21:07:14,2023,43,3144,Orbs,0.0404606,0.0435705,0.0768624291285843,36.88
3283,General,polygon-ecosystem,2023-11-11 21:07:13,2023,44,3144,Orbs,0.0435705,0.0481555,0.1052317508405916,37.47
3284,General,polygon-ecosystem,2023-11-18 21:07:21,2023,45,3144,Orbs,0.0481555,0.045231,-0.0607303423284982,29.63
3285,General,polygon-ecosystem,2023-11-25 21:07:05,2023,46,3144,Orbs,0.045231,0.0450782,-0.003378214056731,29.02
3286,General,polygon-ecosystem,2023-12-02 21:11:04,2023,47,3144,Orbs,0.0450782,0.0449205,-0.0034983650633786,37.3
3287,General,polygon-ecosystem,2023-12-09 21:08:33,2023,48,3144,Orbs,0.0449205,0.045427,0.0112754755623824,26.04
3288,General,polygon-ecosystem,2023-12-16 21:07:34,2023,49,3144,Orbs,0.045427,0.0413588,-0.0895546701300988,26.36
3289,General,polygon-ecosystem,2023-12-23 21:09:04,2023,50,3144,Orbs,0.0413588,0.0417578,0.0096472818360299,34.68
3290,General,polygon-ecosystem,2023-12-30 21:09:28,2023,51,3144,Orbs,0.0417578,0.0394565,-0.0551106619601607,26.21
3291,General,polygon-ecosystem,2023-02-18 22:12:02,2023,6,9791,Yield Guild Games,0.292361,0.369352,0.2633422378497817,36.04
3292,General,polygon-ecosystem,2023-02-25 22:11:35,2023,7,9791,Yield Guild Games,0.369352,0.300396,-0.1866945352942451,46.84
3293,General,polygon-ecosystem,2023-03-04 22:14:08,2023,8,9791,Yield Guild Games,0.300396,0.257191,-0.1438268152705095,44.76
3294,General,polygon-ecosystem,2023-03-11 22:13:55,2023,9,9791,Yield Guild Games,0.257191,0.220262,-0.1435858953073785,35.53
3295,General,polygon-ecosystem,2023-03-18 22:13:46,2023,10,9791,Yield Guild Games,0.220262,0.337506,0.5322933597261441,51.0
3296,General,polygon-ecosystem,2023-03-25 22:12:08,2023,11,9791,Yield Guild Games,0.337506,0.250591,-0.2575213477686321,45.72
3297,General,polygon-ecosystem,2023-04-01 23:13:55,2023,12,9791,Yield Guild Games,0.250591,0.258147,0.0301527189723493,54.03
3298,General,polygon-ecosystem,2023-04-08 23:13:42,2023,13,9791,Yield Guild Games,0.258147,0.26188,0.0144607529818281,48.63
3299,General,polygon-ecosystem,2023-04-15 23:13:40,2023,14,9791,Yield Guild Games,0.26188,0.285819,0.0914120971437299,48.69
3300,General,polygon-ecosystem,2023-04-22 23:14:33,2023,15,9791,Yield Guild Games,0.285819,0.242682,-0.1509241862857262,36.86
3301,General,polygon-ecosystem,2023-04-29 23:13:45,2023,16,9791,Yield Guild Games,0.242682,0.238085,-0.018942484403458,55.33
3302,General,polygon-ecosystem,2023-05-06 23:14:51,2023,17,9791,Yield Guild Games,0.238085,0.207626,-0.1279333011319486,54.15
3303,General,polygon-ecosystem,2023-05-14 21:06:43,2023,18,9791,Yield Guild Games,0.207626,0.177633,-0.1444568599308371,57.38
3304,General,polygon-ecosystem,2023-05-20 06:56:08,2023,19,9791,Yield Guild Games,0.177633,0.189416,0.0663333952587637,57.36
3305,General,polygon-ecosystem,2023-05-27 06:37:44,2023,20,9791,Yield Guild Games,0.189416,0.192064,0.0139798116315412,48.61
3306,General,polygon-ecosystem,2023-06-04 06:35:29,2023,21,9791,Yield Guild Games,0.192064,0.186464,-0.0291569476841054,48.49
3307,General,polygon-ecosystem,2023-06-11 06:45:50,2023,22,9791,Yield Guild Games,0.186464,0.135079,-0.2755759824952805,30.85
3308,General,polygon-ecosystem,2023-06-17 21:21:20,2023,23,9791,Yield Guild Games,0.135079,0.146046,0.081189526129154,34.92
3309,General,polygon-ecosystem,2023-06-24 21:20:38,2023,24,9791,Yield Guild Games,0.146046,0.15445,0.0575435136874682,48.59
3310,General,polygon-ecosystem,2023-07-01 21:18:33,2023,25,9791,Yield Guild Games,0.15445,0.153111,-0.0086694723211395,36.55
3311,General,polygon-ecosystem,2023-07-08 21:20:23,2023,26,9791,Yield Guild Games,0.153111,0.138029,-0.0985036999301159,44.3
3312,General,polygon-ecosystem,2023-07-15 21:23:11,2023,27,9791,Yield Guild Games,0.138029,0.145101,0.0512356099080627,35.81
3313,General,polygon-ecosystem,2023-07-22 21:23:06,2023,28,9791,Yield Guild Games,0.145101,0.153205,0.0558507522346503,36.49
3314,General,polygon-ecosystem,2023-07-29 21:50:27,2023,29,9791,Yield Guild Games,0.153205,0.175399,0.1448647237361704,36.49
3315,General,polygon-ecosystem,2023-08-05 21:15:33,2023,30,9791,Yield Guild Games,0.175399,0.479405,1.7332253889702909,36.72
3316,General,polygon-ecosystem,2023-08-12 21:08:44,2023,31,9791,Yield Guild Games,0.479405,0.328166,-0.3154723042104275,40.48
3317,General,polygon-ecosystem,2023-08-19 21:11:20,2023,32,9791,Yield Guild Games,0.328166,0.247007,-0.2473108122108933,34.88
3318,General,polygon-ecosystem,2023-08-26 21:13:16,2023,33,9791,Yield Guild Games,0.247007,0.218723,-0.114506876323343,47.16
3319,General,polygon-ecosystem,2023-09-02 21:14:11,2023,34,9791,Yield Guild Games,0.218723,0.219523,0.0036575943087832,47.83
3320,General,polygon-ecosystem,2023-09-09 21:13:31,2023,35,9791,Yield Guild Games,0.219523,0.218475,-0.0047739872359615,48.35
3321,General,polygon-ecosystem,2023-09-16 21:13:29,2023,36,9791,Yield Guild Games,0.218475,0.209047,-0.0431536789106304,48.21
3322,General,polygon-ecosystem,2023-09-23 21:14:19,2023,37,9791,Yield Guild Games,0.209047,0.212745,0.0176898018149027,47.88
3323,General,polygon-ecosystem,2023-09-30 21:14:02,2023,38,9791,Yield Guild Games,0.212745,0.240057,0.1283790453359656,36.18
3324,General,polygon-ecosystem,2023-10-07 21:13:37,2023,39,9791,Yield Guild Games,0.240057,0.258403,0.0764235160815973,36.41
3325,General,polygon-ecosystem,2023-10-14 21:12:44,2023,40,9791,Yield Guild Games,0.258403,0.234623,-0.092026795354543,36.4
3326,General,polygon-ecosystem,2023-10-21 21:12:47,2023,41,9791,Yield Guild Games,0.234623,0.22848,-0.0261824288326379,35.71
3327,General,polygon-ecosystem,2023-10-28 21:13:14,2023,42,9791,Yield Guild Games,0.22848,0.287907,0.2600971638655464,36.01
3328,General,polygon-ecosystem,2023-11-04 21:13:13,2023,43,9791,Yield Guild Games,0.287907,0.284067,-0.0133376402796736,36.75
3329,General,polygon-ecosystem,2023-11-11 21:13:46,2023,44,9791,Yield Guild Games,0.284067,0.421158,0.4826009356947479,36.38
3330,General,polygon-ecosystem,2023-11-18 21:08:44,2023,45,9791,Yield Guild Games,0.421158,0.356282,-0.1540419510017618,37.86
3331,General,polygon-ecosystem,2023-11-25 21:13:26,2023,46,9791,Yield Guild Games,0.356282,0.389503,0.093243554263196,35.59
3332,General,polygon-ecosystem,2023-12-02 21:14:13,2023,47,9791,Yield Guild Games,0.389503,0.392887,0.0086879947009393,36.69
3333,General,polygon-ecosystem,2023-12-09 21:09:58,2023,48,9791,Yield Guild Games,0.392887,0.390924,-0.0049963475503134,25.12
3334,General,polygon-ecosystem,2023-12-16 21:10:58,2023,49,9791,Yield Guild Games,0.390924,0.467677,0.1963373955039854,25.0
3335,General,polygon-ecosystem,2023-12-23 21:10:55,2023,50,9791,Yield Guild Games,0.467677,0.426663,-0.0876972782497321,34.26
3336,General,polygon-ecosystem,2023-12-30 21:12:00,2023,51,9791,Yield Guild Games,0.426663,0.435658,0.0210822124252629,33.27
3337,General,polygon-ecosystem,2023-02-18 22:04:52,2023,6,8050,Liquity USD,1.001,1.001,0.0,52.93
3338,General,polygon-ecosystem,2023-02-25 22:05:30,2023,7,8050,Liquity USD,1.001,1.005,0.003996003996004,53.39
3339,General,polygon-ecosystem,2023-03-04 22:05:36,2023,8,8050,Liquity USD,1.005,1.005,0.0,51.62
3340,General,polygon-ecosystem,2023-03-11 22:05:04,2023,9,8050,Liquity USD,1.005,1.01,0.0049751243781095,52.24
3341,General,polygon-ecosystem,2023-03-18 22:04:23,2023,10,8050,Liquity USD,1.01,1.013,0.0029702970297028,53.84
3342,General,polygon-ecosystem,2023-03-25 22:04:56,2023,11,8050,Liquity USD,1.013,1.022,0.0088845014807503,53.83
3343,General,polygon-ecosystem,2023-04-01 23:04:36,2023,12,8050,Liquity USD,1.022,1.015,-0.0068493150684932,53.8
3344,General,polygon-ecosystem,2023-04-08 23:04:36,2023,13,8050,Liquity USD,1.015,1.011,-0.0039408866995073,53.95
3345,General,polygon-ecosystem,2023-04-15 23:04:39,2023,14,8050,Liquity USD,1.011,1.013,0.0019782393669634,53.94
3346,General,polygon-ecosystem,2023-04-22 23:05:12,2023,15,8050,Liquity USD,1.013,1.022,0.0088845014807503,54.02
3347,General,polygon-ecosystem,2023-04-29 23:04:27,2023,16,8050,Liquity USD,1.022,1.015,-0.0068493150684932,54.24
3348,General,polygon-ecosystem,2023-05-06 23:04:42,2023,17,8050,Liquity USD,1.015,1.01,-0.0049261083743841,53.96
3349,General,polygon-ecosystem,2023-05-14 06:03:17,2023,18,8050,Liquity USD,1.01,1.007,-0.002970297029703,54.06
3350,General,polygon-ecosystem,2023-05-20 23:23:10,2023,19,8050,Liquity USD,1.007,1.005,-0.0019860973187686,54.13
3351,General,polygon-ecosystem,2023-05-27 23:23:17,2023,20,8050,Liquity USD,1.005,1.008,0.0029850746268657,53.71
3352,General,polygon-ecosystem,2023-06-04 23:25:23,2023,21,8050,Liquity USD,1.008,1.005,-0.0029761904761905,53.87
3353,General,polygon-ecosystem,2023-06-11 23:23:25,2023,22,8050,Liquity USD,1.005,1.007,0.0019900497512437,53.88
3354,General,polygon-ecosystem,2023-06-17 21:05:52,2023,23,8050,Liquity USD,1.007,1.006,-0.0009930486593842,54.18
3355,General,polygon-ecosystem,2023-06-24 21:05:34,2023,24,8050,Liquity USD,1.006,1.002,-0.003976143141153,54.08
3356,General,polygon-ecosystem,2023-07-01 21:04:27,2023,25,8050,Liquity USD,1.002,1.001,-0.000998003992016,46.04
3357,General,polygon-ecosystem,2023-07-08 21:05:35,2023,26,8050,Liquity USD,1.001,1.001,0.0,45.91
3358,General,polygon-ecosystem,2023-07-15 21:06:03,2023,27,8050,Liquity USD,1.001,0.997873,-0.003123876123876,42.05
3359,General,polygon-ecosystem,2023-07-22 21:06:05,2023,28,8050,Liquity USD,0.997873,0.998538,0.0006664174699586,46.01
3360,General,polygon-ecosystem,2023-07-29 21:07:40,2023,29,8050,Liquity USD,0.998538,0.999388,0.0008512445194875,45.93
3361,General,polygon-ecosystem,2023-08-05 21:03:47,2023,30,8050,Liquity USD,0.999388,0.997986,-0.0014028585494322,45.86
3362,General,polygon-ecosystem,2023-08-12 21:04:13,2023,31,8050,Liquity USD,0.997986,0.994773,-0.0032194840408583,42.13
3363,General,polygon-ecosystem,2023-08-19 21:04:18,2023,32,8050,Liquity USD,0.994773,0.999184,0.0044341774455076,46.17
3364,General,polygon-ecosystem,2023-08-26 21:04:00,2023,33,8050,Liquity USD,0.999184,0.995535,-0.0036519800156928,50.14
3365,General,polygon-ecosystem,2023-09-02 21:04:09,2023,34,8050,Liquity USD,0.995535,0.993964,-0.0015780459752796,42.28
3366,General,polygon-ecosystem,2023-09-09 21:03:34,2023,35,8050,Liquity USD,0.993964,0.994273,0.0003108764502537,50.37
3367,General,polygon-ecosystem,2023-09-16 21:03:29,2023,36,8050,Liquity USD,0.994273,0.996466,0.0022056316524737,50.01
3368,General,polygon-ecosystem,2023-09-23 21:03:55,2023,37,8050,Liquity USD,0.996466,0.993031,-0.003447182342398,49.88
3369,General,polygon-ecosystem,2023-09-30 21:03:47,2023,38,8050,Liquity USD,0.993031,0.992906,-0.0001258772384749,50.13
3370,General,polygon-ecosystem,2023-10-07 21:04:11,2023,39,8050,Liquity USD,0.992906,0.99315,0.0002457433029914,41.84
3371,General,polygon-ecosystem,2023-10-14 21:03:51,2023,40,8050,Liquity USD,0.99315,0.995551,0.0024175602879725,49.8
3372,General,polygon-ecosystem,2023-10-21 21:03:53,2023,41,8050,Liquity USD,0.995551,0.994727,-0.0008276823588143,49.72
3373,General,polygon-ecosystem,2023-10-28 21:03:53,2023,42,8050,Liquity USD,0.994727,0.994448,-0.0002804789655855,41.93
3374,General,polygon-ecosystem,2023-11-04 21:04:52,2023,43,8050,Liquity USD,0.994448,0.995977,0.0015375364021044,49.99
3375,General,polygon-ecosystem,2023-11-11 21:05:25,2023,44,8050,Liquity USD,0.995977,0.996178,0.0002018118892303,49.72
3376,General,polygon-ecosystem,2023-11-18 21:06:08,2023,45,8050,Liquity USD,0.996178,0.997667,0.0014947127922921,49.69
